2 1 4 7 21
6 20 16 64 229
0 0 0 0 0
7 15 16 22 42
0 0 0 0 0
0 0 0 0 0
9 7 11 28 56
6 6 15 25 69
11 7 11 24 171
0 0 0 0 0
7 5 19 94 1127
68 72 116 200 476
